url,comments,duration,languages,views,Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw.dropping,Longwinded,Obnoxious,OK,Persuasive,Unconvincing,label
"https://www.ted.com/talks/al_gore_on_averting_climate_crisis
",265,977,43,3200520,58,62,139,132,544,443,56,413,116,113,131,203,268,258,11
"https://www.ted.com/talks/al_gore_warns_on_latest_climate_trends
",846,464,47,775430,10,15,73,40,5,302,17,166,76,26,43,64,263,123,1
"https://www.ted.com/talks/al_seckel_says_our_brains_are_mis_wired
",88,873,31,2138907,109,80,2,367,319,173,221,62,93,123,35,284,32,102,10
"https://www.ted.com/talks/al_vernacchio_sex_needs_a_new_metaphor_here_s_one
",230,501,29,1836106,80,17,72,135,575,269,322,297,24,40,52,93,331,134,10
"https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success
",471,1011,47,5790615,662,53,633,1393,1173,985,613,3458,207,65,35,246,1759,70,10
"https://www.ted.com/talks/alain_de_botton_atheism_2_0
",1328,1160,42,2203020,217,36,519,685,258,432,474,1302,104,68,101,120,1070,322,10
"https://www.ted.com/talks/alan_eustace_i_leapt_from_the_stratosphere_here_s_how_i_did_it
",80,868,21,1437261,67,9,297,185,19,105,57,251,108,3,11,58,6,8,1
"https://www.ted.com/talks/alan_kay_shares_a_powerful_idea_about_ideas
",61,1237,29,777609,30,63,30,175,20,231,117,238,45,93,17,130,117,45,1
"https://www.ted.com/talks/alan_russell_on_regenerating_our_bodies
",150,1165,33,1427723,30,13,83,553,23,469,303,400,463,26,16,47,235,15,1
"https://www.ted.com/talks/alec_soth_stacey_baker_this_is_what_enduring_love_looks_like
",69,618,33,1780746,440,15,22,144,117,37,24,236,6,43,12,252,10,86,10
"https://www.ted.com/talks/aleph_molinari_let_s_bridge_the_digital_divide
",80,594,0,115346,15,4,43,28,12,96,35,136,23,11,9,45,74,30,1
"https://www.ted.com/talks/alessandra_orofino_it_s_our_city_let_s_fix_it
",71,915,26,735649,77,10,83,113,12,259,15,325,3,11,5,51,121,22,1
"https://www.ted.com/talks/alessandro_acquisti_why_privacy_matters
",134,900,27,1305155,6,20,74,205,20,632,44,97,99,22,10,42,336,16,1
"https://www.ted.com/talks/alex_kipman_the_dawn_of_the_age_of_holograms
",125,1145,28,2224913,148,19,9,517,20,254,155,270,343,51,35,66,18,50,1
"https://www.ted.com/talks/alex_steffen
",131,613,34,984738,33,8,36,148,19,319,99,373,30,13,5,78,283,49,1
"https://www.ted.com/talks/alex_steffen_sees_a_sustainable_future
",107,1054,32,1392010,100,15,78,158,12,313,97,518,72,31,14,59,174,30,10
"https://www.ted.com/talks/alex_tabarrok_foresees_economic_growth
",202,873,33,748739,28,13,41,66,4,197,36,267,12,67,84,86,203,253,10
"https://www.ted.com/talks/alexis_ohanian_how_to_make_a_splash_in_social_media
",174,266,38,2066733,51,13,47,221,705,325,168,322,33,17,21,105,250,47,10
"https://www.ted.com/talks/ali_carr_chellman_gaming_to_re_engage_boys_in_learning
",616,750,35,953587,16,15,202,174,8,582,80,315,63,52,52,145,524,165,1
"https://www.ted.com/talks/alice_dreger_is_anatomy_destiny
",241,1128,28,1071132,37,19,147,336,6,458,58,257,45,67,24,61,257,55,10
"https://www.ted.com/talks/alice_goffman_college_or_prison_two_destinies_one_blatant_injustice
",206,964,26,1528815,160,16,708,122,9,711,34,922,99,27,24,97,326,90,10
"https://www.ted.com/talks/alison_gopnik_what_do_babies_think
",252,1109,38,2901853,161,19,21,949,355,852,159,463,68,67,26,110,251,62,10
"https://www.ted.com/talks/alison_jackson_looks_at_celebrity
",34,1056,22,670863,13,26,59,66,128,27,65,15,21,59,52,58,9,49,10
"https://www.ted.com/talks/allan_adams_what_the_discovery_of_gravitational_waves_means
",150,658,32,2233265,175,43,34,531,20,472,91,299,98,40,20,83,28,35,1
"https://www.ted.com/talks/allan_jones_a_map_of_the_brain
",104,921,35,1033748,57,34,19,423,7,478,148,142,114,28,4,73,30,13,1
"https://www.ted.com/talks/allison_hunt_gets_a_new_hip
",80,288,39,558993,38,10,52,14,440,42,105,96,11,8,52,74,27,44,10
"https://www.ted.com/talks/amanda_bennett_a_heroic_narrative_for_letting_go
",124,924,24,986726,152,7,169,29,8,19,12,214,7,25,6,45,32,28,10
"https://www.ted.com/talks/amber_case_we_are_all_cyborgs_now
",250,473,38,1475333,125,40,41,563,143,461,222,324,72,39,23,256,189,107,11
"https://www.ted.com/talks/amit_sood_building_a_museum_of_museums_on_the_web
",124,335,39,612377,182,0,11,249,32,164,249,224,123,0,0,29,38,3,1
"https://www.ted.com/talks/amit_sood_every_piece_of_art_you_ve_ever_wanted_to_see_up_close_and_searchable
",42,900,23,923916,188,7,11,277,47,201,125,168,109,7,0,14,15,5,11
"https://www.ted.com/talks/amory_lovins_a_50_year_plan_for_energy
",374,1630,22,1144360,19,33,45,192,12,426,201,325,136,104,18,57,403,111,1
"https://www.ted.com/talks/amory_lovins_on_winning_the_oil_endgame
",154,1184,22,832668,10,38,63,221,40,620,254,333,123,45,17,46,375,67,1
"https://www.ted.com/talks/amos_winter_the_cheap_all_terrain_wheelchair
",136,674,26,1004016,37,2,37,125,2,97,322,275,52,4,4,30,49,12,10
"https://www.ted.com/talks/amy_adele_hasinoff_how_to_practice_safe_sexting
",53,865,16,1240167,29,17,75,18,58,250,31,112,12,7,8,52,132,40,1
"https://www.ted.com/talks/amy_green_a_video_game_to_cope_with_grief
",25,634,22,1156126,209,5,181,59,7,18,26,202,25,2,8,14,16,3,1
"https://www.ted.com/talks/amy_tan_on_creativity
",145,1372,34,2477746,416,204,157,444,560,304,172,752,59,273,43,298,106,148,10
"https://www.ted.com/talks/amy_webb_how_i_hacked_online_dating
",404,1047,32,6298610,153,16,224,580,1717,549,814,760,73,43,94,104,248,80,11
"https://www.ted.com/talks/anab_jain_why_we_need_to_imagine_different_futures
",31,881,10,1259603,47,4,43,96,1,122,63,126,29,7,0,18,55,4,1
"https://www.ted.com/talks/anand_agarawala_demos_his_bumptop_desktop
",124,279,31,1479503,161,10,45,301,342,125,470,177,167,13,8,94,48,77,1
"https://www.ted.com/talks/anant_agarwal_why_massively_open_online_courses_still_matter
",178,919,29,1072727,39,3,25,284,76,338,167,483,16,12,6,45,223,20,1
"https://www.ted.com/talks/anders_ynnerman_visualizing_the_medical_data_explosion
",55,996,22,463366,33,10,2,312,5,183,149,95,245,10,2,21,20,6,1
"https://www.ted.com/talks/andrea_ghez_the_hunt_for_a_supermassive_black_hole
",146,986,27,763145,101,41,17,371,24,394,44,90,55,58,139,128,76,41,1
"https://www.ted.com/talks/andreas_ekstrom_the_moral_bias_behind_your_search_results
",57,558,33,1396735,19,10,92,147,13,463,51,144,41,13,20,46,187,20,1
"https://www.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that
",291,553,27,992489,9,3,37,148,2,118,229,182,68,4,2,22,81,16,1
"https://www.ted.com/talks/andrew_blum_what_is_the_internet_really
",94,719,28,1337967,29,12,11,266,54,471,27,51,30,49,12,114,21,20,1
"https://www.ted.com/talks/andrew_connolly_what_s_the_next_window_into_our_universe
",62,1059,21,1223720,75,9,7,199,4,275,21,146,34,22,2,40,24,8,1
"https://www.ted.com/talks/andrew_fitzgerald_adventures_in_twitter_fiction
",64,715,25,1000495,7,6,4,74,17,104,47,54,7,19,12,52,22,37,11
"https://www.ted.com/talks/andrew_mcafee_are_droids_taking_our_jobs
",260,847,26,956324,19,9,25,200,23,226,43,194,79,5,44,42,208,46,1
"https://www.ted.com/talks/andrew_mwenda_takes_a_new_look_at_africa
",126,1027,30,722877,25,9,240,115,52,403,64,251,67,8,7,38,1020,15,1
"https://www.ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples
",23,425,29,1191591,19,2,30,323,159,133,359,230,125,6,4,28,22,7,1
"https://www.ted.com/talks/andrew_solomon_depression_the_secret_we_share
",767,1761,33,7265611,1710,34,3178,1253,142,2227,171,4031,282,112,30,145,442,30,10
"https://www.ted.com/talks/andrew_solomon_how_the_worst_moments_in_our_lives_make_us_who_we_are
",224,1227,29,4801456,2023,35,1546,296,174,221,84,2677,111,85,38,115,178,53,10
"https://www.ted.com/talks/andrew_solomon_love_no_matter_what
",489,1407,33,4032150,1975,37,937,456,181,396,133,2449,175,58,45,84,337,61,10
"https://www.ted.com/talks/andy_puddicombe_all_it_takes_is_10_mindful_minutes
",366,564,39,8033595,561,48,134,829,410,1404,197,3410,73,79,13,384,1228,112,10
"https://www.ted.com/talks/andy_yen_think_your_email_s_private_think_again
",121,729,34,1571516,33,13,71,188,12,813,211,156,18,22,7,82,223,51,1
"https://www.ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color
",93,687,30,1961502,1024,6,431,198,17,268,120,822,64,15,9,86,97,8,10
"https://www.ted.com/talks/angelo_vermeulen_how_to_go_to_space_without_having_to_go_to_space
",62,424,25,1096201,17,16,47,70,21,143,23,70,5,8,4,109,9,28,1
"https://www.ted.com/talks/ani_liu_smelfies_and_other_experiments_in_synthetic_biology
",6,440,19,760537,36,10,14,80,70,68,58,48,6,3,2,7,6,12,1
"https://www.ted.com/talks/anil_ananthaswamy
",69,848,26,537035,113,11,36,259,9,255,26,161,62,27,2,64,25,9,1
"https://www.ted.com/talks/anjali_tripathi_why_earth_may_someday_look_like_mars
",40,715,24,975597,54,7,12,239,21,447,26,77,68,19,7,52,49,10,1
"https://www.ted.com/talks/anna_deavere_smith_s_american_character
",111,1385,19,978825,186,31,179,224,149,67,151,208,146,14,39,37,36,7,10
"https://www.ted.com/talks/anne_curzan_what_makes_a_word_real
",123,1033,26,1631913,53,8,20,407,361,612,78,180,8,14,8,65,204,13,10
"https://www.ted.com/talks/anne_madden_meet_the_microscopic_life_in_your_home_and_on_your_face
",20,607,8,888252,109,1,9,168,16,215,41,112,22,10,6,23,35,3,1
"https://www.ted.com/talks/annie_murphy_paul_what_we_learn_before_we_re_born
",217,1006,37,1757711,128,15,24,577,17,765,56,223,90,127,21,167,191,62,10
"https://www.ted.com/talks/annmarie_thomas_squishy_circuits
",86,248,34,856326,36,6,2,137,78,212,379,236,51,3,11,62,38,16,1
"https://www.ted.com/talks/anthony_atala_growing_organs_engineering_tissue
",151,1072,33,1705132,34,5,36,504,9,310,358,264,473,5,6,33,57,6,1
"https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t
",75,276,44,1929261,43,3,38,122,16,699,60,198,29,9,3,141,183,25,1
"https://www.ted.com/talks/aomawa_shields_how_we_ll_find_life_on_other_planets
",92,325,44,1526242,176,11,34,156,26,284,34,270,16,8,30,99,25,27,1
"https://www.ted.com/talks/aparna_rao_high_tech_art_with_a_sense_of_humor
",104,470,37,777463,245,12,23,407,393,38,505,248,85,8,5,48,11,7,1
"https://www.ted.com/talks/ari_wallach_3_ways_to_plan_for_the_very_long_term
",35,822,14,1593651,28,10,42,90,73,236,48,412,14,25,1,73,182,37,1
"https://www.ted.com/talks/arianna_huffington_how_to_succeed_get_more_sleep
",409,250,57,4241096,147,76,216,126,1103,374,163,666,47,57,304,540,560,527,10
"https://www.ted.com/talks/ariel_garten_know_thyself_with_a_brain_scanner
",146,904,26,399314,23,25,18,144,1,95,60,94,31,106,44,84,28,156,1
"https://www.ted.com/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants
",117,529,32,833901,28,7,86,107,21,166,154,309,23,24,11,88,121,32,10
"https://www.ted.com/talks/arvind_gupta_turning_trash_into_toys_for_learning
",119,930,36,1367702,182,16,50,384,145,183,474,738,125,14,1,51,72,6,1
"https://www.ted.com/talks/ash_beckham_we_re_all_hiding_something_let_s_find_the_courage_to_open_up
",158,562,30,2628178,491,16,986,124,316,99,33,1222,29,32,38,86,329,56,10
"https://www.ted.com/talks/asher_hasan_s_message_of_peace_from_pakistan
",168,268,33,415223,95,3,71,28,4,34,11,170,20,5,4,32,39,25,10
"https://www.ted.com/talks/ashraf_ghani_on_rebuilding_broken_states
",67,1125,24,809226,48,25,139,44,9,218,31,113,35,21,11,51,112,35,10
"https://www.ted.com/talks/ashton_cofer_a_young_inventor_s_plan_to_recycle_styrofoam
",22,361,24,1057942,32,1,89,110,48,134,186,308,30,10,1,15,40,2,1
"https://www.ted.com/talks/aspen_baker_a_better_way_to_talk_about_abortion
",201,658,31,1588477,120,24,243,43,13,135,16,251,8,29,19,90,67,93,10
"https://www.ted.com/talks/astonishing_performance_by_a_venezuelan_youth_orchestra_1
",204,1026,29,2062308,668,2,89,283,9,9,47,657,659,7,8,11,31,5,10
"https://www.ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure
",45,932,25,2300106,16,11,117,208,15,190,170,565,40,9,16,81,83,18,1
"https://www.ted.com/talks/aubrey_de_grey_says_we_can_avoid_aging
",612,1365,29,3277740,65,206,350,812,215,536,297,518,337,215,120,145,1359,309,1
"https://www.ted.com/talks/auke_ijspeert_a_robot_that_runs_and_swims_like_a_salamander
",24,850,22,1805637,31,7,14,120,13,167,94,71,34,6,7,49,16,2,1
"https://www.ted.com/talks/avi_reichental_what_s_next_in_3d_printing
",87,544,27,2526255,342,21,65,320,18,423,236,479,47,24,26,155,126,29,1
"https://www.ted.com/talks/avi_rubin_all_your_devices_can_be_hacked
",100,1016,24,1104692,11,9,18,294,47,619,81,53,316,27,7,102,146,6,1
"https://www.ted.com/talks/ayah_bdeir_building_blocks_that_blink_beep_and_teach
",234,327,37,1168080,84,5,30,266,93,171,575,424,61,6,11,84,78,21,1
"https://www.ted.com/talks/aziz_abu_sarah_for_more_tolerance_we_need_more_tourism
",65,277,39,1301734,233,17,193,83,44,116,53,521,11,1,16,89,105,17,10
"https://www.ted.com/talks/bandi_mbubi_demand_a_fair_trade_cell_phone
",91,561,28,587181,19,4,82,21,1,181,7,108,13,11,5,15,156,30,1
"https://www.ted.com/talks/barbara_block_tagging_tuna_in_the_deep_ocean
",35,1206,21,334820,22,0,13,94,0,129,37,70,26,18,5,17,46,4,1
"https://www.ted.com/talks/barry_schuler_genomics_101
",117,1286,21,389420,10,2,9,140,26,168,37,61,34,17,16,33,46,26,1
"https://www.ted.com/talks/barry_schwartz_on_our_loss_of_wisdom
",505,1245,38,3303825,376,38,658,639,48,706,356,3420,257,98,48,190,1859,118,10
"https://www.ted.com/talks/barry_schwartz_on_the_paradox_of_choice
",991,1177,45,10000702,277,54,400,2491,1526,2532,1201,2427,521,178,115,421,2478,324,10
"https://www.ted.com/talks/barry_schwartz_using_our_practical_wisdom
",272,1387,32,948622,70,9,175,186,9,383,84,805,35,96,18,99,583,95,10
"https://www.ted.com/talks/bart_weetjens_how_i_taught_rats_to_sniff_out_land_mines
",233,731,31,532619,32,3,50,294,6,155,505,310,131,6,0,15,107,0,1
"https://www.ted.com/talks/beardyman_the_polyphonic_me
",177,670,32,2067955,88,16,9,298,140,38,207,100,197,10,19,56,7,36,1
"https://www.ted.com/talks/becci_manson_re_touching_lives_through_photos
",64,589,29,767285,271,2,60,86,3,19,27,294,17,2,6,16,12,2,10
"https://www.ted.com/talks/beeban_kidron_the_shared_wonder_of_film
",75,792,26,765840,103,5,19,89,1,64,24,249,25,27,5,51,106,9,10
"https://www.ted.com/talks/ben_dunlap_talks_about_a_passionate_life
",205,1148,26,1854024,696,42,236,633,167,160,97,1716,221,92,14,74,212,30,10
"https://www.ted.com/talks/ben_kacyra_ancient_wonders_captured_in_3d
",93,740,32,487006,82,6,37,221,2,175,178,217,74,10,3,62,64,8,1
"https://www.ted.com/talks/ben_saunders_skis_to_the_north_pole
",57,1083,26,745231,44,1,274,124,80,44,7,288,74,10,7,20,22,18,11
"https://www.ted.com/talks/ben_saunders_why_bother_leaving_the_house
",112,637,33,1778739,91,5,305,172,47,47,6,636,23,12,21,55,142,34,10
"https://www.ted.com/talks/ben_wellington_how_we_found_the_worst_place_to_park_in_new_york_city_using_big_data
",26,708,20,999472,8,13,13,85,45,295,70,94,7,18,3,76,117,11,1
"https://www.ted.com/talks/benjamin_wallace_on_the_price_of_happiness
",99,880,34,1848521,53,13,20,300,459,471,85,109,43,61,39,232,147,92,10
"https://www.ted.com/talks/benjamin_zander_on_music_and_passion
",638,1243,45,9315483,5967,37,396,2736,1960,639,900,8108,1303,47,28,143,1291,36,10
"https://www.ted.com/talks/bertrand_piccard_s_solar_powered_adventure
",93,1066,26,778978,59,10,186,184,10,64,83,604,53,43,23,53,146,21,1
"https://www.ted.com/talks/bettina_warburg_how_the_blockchain_will_radically_transform_the_economy
",48,897,21,1985742,120,39,35,203,15,479,62,193,25,53,5,112,112,127,1
"https://www.ted.com/talks/bilal_bomani_plant_fuels_that_could_power_a_jet
",76,869,20,155895,7,16,16,80,23,135,106,102,29,17,10,26,59,24,1
"https://www.ted.com/talks/bill_clinton_on_rebuilding_rwanda
",97,1447,26,849859,45,7,102,86,11,208,37,368,32,45,11,47,160,23,11
"https://www.ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live
",111,565,33,761716,17,5,11,109,7,412,74,71,25,15,8,80,176,77,1
"https://www.ted.com/talks/bill_doyle_treating_cancer_with_electric_fields
",187,935,28,550715,12,1,23,188,3,190,182,159,138,11,4,8,76,30,1
"https://www.ted.com/talks/bill_ford_a_future_beyond_traffic_gridlock
",279,1008,26,800056,8,12,48,85,0,299,45,196,19,141,40,129,186,151,1
"https://www.ted.com/talks/bill_gates
",948,1669,38,4329332,39,61,224,367,38,962,263,795,141,80,78,221,728,181,1
"https://www.ted.com/talks/bill_gates_teachers_need_real_feedback
",405,624,39,2206204,55,4,32,102,5,326,44,329,30,11,45,104,171,66,10
"https://www.ted.com/talks/bill_gates_unplugged
",468,1216,35,2634359,60,31,187,240,160,735,91,895,104,69,65,216,633,90,1
"https://www.ted.com/talks/bill_gross_on_new_energy
",90,1195,23,612934,10,5,18,176,3,182,393,180,67,29,7,38,98,16,1
"https://www.ted.com/talks/bill_gross_the_single_biggest_reason_why_startups_succeed
",166,400,42,3811316,126,11,42,223,10,1797,102,722,27,8,5,201,412,84,1
"https://www.ted.com/talks/bill_joy_muses_on_what_s_next
",36,1142,23,487378,2,18,32,62,1,139,20,56,10,71,15,42,54,45,1
"https://www.ted.com/talks/bill_stone_explores_the_earth_and_space
",240,1063,24,1801117,62,21,720,437,32,237,172,683,1507,32,54,48,205,64,1
"https://www.ted.com/talks/bill_strickland_makes_change_with_a_slide_show
",95,2128,19,611092,280,10,158,122,22,42,63,670,153,46,19,18,108,11,10
"https://www.ted.com/talks/billy_collins_everyday_moments_caught_in_time
",96,913,27,1140425,289,2,7,130,433,23,156,246,22,23,13,60,9,7,10
"https://www.ted.com/talks/billy_graham_on_technology_faith_and_suffering
",791,1580,27,1532675,420,25,470,294,71,163,56,1090,148,122,158,109,411,356,1
"https://www.ted.com/talks/bjorn_lomborg_sets_global_priorities
",499,1001,32,1391142,16,63,283,169,16,549,139,280,67,79,212,111,1668,537,10
"https://www.ted.com/talks/blaise_aguera
",209,465,28,1718568,123,16,31,591,90,244,459,303,849,8,12,103,52,28,1
"https://www.ted.com/talks/blaise_aguera_y_arcas_demos_photosynth
",260,450,34,4772595,632,76,60,1623,70,647,1736,857,14728,40,21,119,95,41,1
"https://www.ted.com/talks/boaz_almog_levitates_a_superconductor
",309,625,29,2364799,84,24,16,782,24,366,378,221,1383,20,10,73,32,20,1
"https://www.ted.com/talks/bob_thurman_says_we_can_be_buddhas
",220,726,31,1493606,424,73,71,209,330,185,57,947,39,47,26,90,171,50,10
"https://www.ted.com/talks/bobby_ghosh_why_global_jihad_is_losing
",238,991,23,660569,22,12,80,74,0,275,6,126,12,9,26,24,134,79,10
"https://www.ted.com/talks/boyd_varty_what_i_learned_from_nelson_mandela
",265,899,36,1585575,553,7,100,205,75,68,8,776,36,6,5,81,61,8,10
"https://www.ted.com/talks/brenda_laurel_on_making_games_for_girls
",91,788,30,382517,12,21,30,54,20,99,16,62,2,75,64,90,34,99,11
"https://www.ted.com/talks/brene_brown_listening_to_shame
",707,1238,38,7988894,1267,39,3269,902,951,986,577,4958,480,73,23,103,960,55,10
"https://www.ted.com/talks/brene_brown_on_vulnerability
",1927,1219,52,31168150,7942,155,8280,4638,5225,4561,1094,21444,2100,283,113,500,3510,233,10
"https://www.ted.com/talks/brewster_kahle_builds_a_free_digital_library
",56,1206,24,445781,9,10,71,102,2,197,73,179,26,39,10,43,60,25,1
"https://www.ted.com/talks/brian_cox_on_cern_s_supercollider
",292,899,37,3074172,448,29,47,1633,237,1276,239,838,449,21,16,93,169,34,1
"https://www.ted.com/talks/brian_cox_what_went_wrong_at_the_lhc
",107,209,39,948459,32,4,19,153,20,427,31,129,33,9,7,70,47,9,1
"https://www.ted.com/talks/brian_goldman_doctors_make_mistakes_can_we_talk_about_that
",507,1168,31,1324838,120,4,1659,175,20,359,41,960,154,25,4,46,382,21,10
"https://www.ted.com/talks/brittney_cooper_the_racial_politics_of_time
",52,749,10,690546,38,13,118,64,4,169,28,147,16,15,35,12,94,44,10
"https://www.ted.com/talks/bruce_bueno_de_mesquita_predicts_iran_s_future
",252,1145,21,744448,38,49,57,211,0,279,151,67,54,72,85,109,168,209,1
"https://www.ted.com/talks/bruce_feiler_agile_programming_for_your_family
",117,1080,25,1403668,57,8,34,178,40,283,172,595,26,25,14,41,226,34,10
"https://www.ted.com/talks/bruce_feiler_the_council_of_dads
",58,1233,20,465856,112,12,114,25,26,10,9,278,16,38,9,32,32,7,10
"https://www.ted.com/talks/bruce_schneier
",78,1265,30,744089,8,38,14,153,18,443,52,70,21,138,11,137,250,20,11
"https://www.ted.com/talks/bryan_stevenson_we_need_to_talk_about_an_injustice
",717,1421,32,3791888,627,16,2113,764,70,1049,113,3953,454,37,27,107,1493,49,10
"https://www.ted.com/talks/bunker_roy
",359,1147,45,3630894,661,10,952,1295,241,422,789,3192,770,26,30,146,548,34,10
"https://www.ted.com/talks/c_k_williams_reads_poetry_of_youth_and_age
",39,1397,20,246094,77,4,5,13,5,4,5,39,12,27,5,10,3,7,10
"https://www.ted.com/talks/caitria_and_morgan_o_neill_how_to_step_up_in_the_face_of_disaster
",82,563,23,805880,5,7,90,29,11,97,72,190,30,6,9,47,67,9,10
"https://www.ted.com/talks/caleb_chung_plays_with_pleo
",39,1107,17,417769,48,19,10,137,102,59,151,95,28,73,25,71,6,30,1
"https://www.ted.com/talks/caleb_harper_this_computer_will_grow_your_food_in_the_future
",83,955,23,1589527,192,7,33,371,69,318,232,503,104,17,17,38,68,27,1
"https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
",846,577,43,19787465,924,124,2306,632,302,986,101,1617,119,92,77,612,497,231,10
"https://www.ted.com/talks/cameron_sinclair_on_open_source_architecture
",79,1414,27,1211416,51,14,169,148,18,187,258,608,66,34,7,39,160,21,10
"https://www.ted.com/talks/cameron_sinclair_the_refugees_of_boom_and_bust
",61,185,38,411183,0,6,148,6,1,165,5,43,36,0,5,14,115,11,1
"https://www.ted.com/talks/carl_honore_praises_slowness
",226,1155,30,2441805,313,30,159,242,199,411,93,1260,35,73,21,141,575,53,10
"https://www.ted.com/talks/carl_schoonover_how_to_look_inside_the_brain
",79,292,30,890283,83,5,8,156,3,202,51,65,17,3,10,53,20,10,1
"https://www.ted.com/talks/carlo_ratti_architecture_that_senses_and_responds
",80,946,29,657251,133,28,9,234,12,104,235,164,82,27,21,67,18,57,1
"https://www.ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break
",56,721,30,1546664,20,13,34,23,20,143,23,280,1,6,7,72,63,16,10
"https://www.ted.com/talks/caroline_casey_looking_past_limits
",207,1157,33,2030154,705,29,1203,262,93,39,22,2141,376,52,11,63,216,34,10
"https://www.ted.com/talks/caroline_phillips_hurdy_gurdy_for_beginners
",60,341,33,649740,190,9,7,148,20,132,32,57,20,11,12,50,1,7,11
"https://www.ted.com/talks/carolyn_porco_could_a_saturn_moon_harbor_life
",181,209,40,884578,45,5,12,499,4,276,11,99,44,4,6,65,39,19,1
"https://www.ted.com/talks/carolyn_porco_flies_us_to_saturn
",225,1029,33,2627709,1224,15,65,1768,47,880,73,1166,4971,61,24,108,78,25,1
"https://www.ted.com/talks/carolyn_steel_how_food_shapes_our_cities
",111,940,31,1014285,45,12,36,219,43,474,45,327,36,51,15,100,247,79,10
"https://www.ted.com/talks/carrie_nugent_adventures_of_an_asteroid_hunter
",33,366,23,976473,47,6,5,164,23,212,8,39,14,4,3,41,50,13,1
